instance;approach;node;node_type;class;graph_density;link_capacity_ratio;charge_node;prob_sharing_NFS
4;Heuristic;4;non_access;tiny_tight_low_strong;0.1;tight;0.0;0.1
4;Heuristic;5;access;tiny_tight_low_strong;0.1;tight;0.0;0.1
4;Heuristic;6;non_access;tiny_tight_low_strong;0.1;tight;0.0;0.1
4;Heuristic;7;access;tiny_tight_low_strong;0.1;tight;0.0;0.1
4;Heuristic;8;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
4;Heuristic;9;non_access;tiny_tight_low_strong;0.1;tight;0.5625;0.1
4;Heuristic;10;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
5;MILP;1;access;tiny_tight_low_strong;0.1;tight;0.0;0.1
5;MILP;2;non_access;tiny_tight_low_strong;0.1;tight;0.31249999999999983;0.1
5;MILP;3;access;tiny_tight_low_strong;0.1;tight;0.0;0.1
5;MILP;4;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
5;MILP;5;non_access;tiny_tight_low_strong;0.1;tight;0.0;0.1
5;MILP;6;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
5;MILP;7;access;tiny_tight_low_strong;0.1;tight;0.0;0.1
5;MILP;8;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
5;MILP;9;non_access;tiny_tight_low_strong;0.1;tight;0.5625;0.1
5;MILP;10;non_access;tiny_tight_low_strong;0.1;tight;0.0;0.1
5;Heuristic;1;access;tiny_tight_low_strong;0.1;tight;0.0;0.1
5;Heuristic;2;non_access;tiny_tight_low_strong;0.1;tight;0.0;0.1
5;Heuristic;3;access;tiny_tight_low_strong;0.1;tight;0.1875;0.1
5;Heuristic;4;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
5;Heuristic;5;non_access;tiny_tight_low_strong;0.1;tight;0.0;0.1
5;Heuristic;6;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
5;Heuristic;7;access;tiny_tight_low_strong;0.1;tight;0.0;0.1
5;Heuristic;8;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
5;Heuristic;9;non_access;tiny_tight_low_strong;0.1;tight;0.5625;0.1
5;Heuristic;10;non_access;tiny_tight_low_strong;0.1;tight;0.125;0.1
6;MILP;1;non_access;tiny_tight_low_strong;0.1;tight;0.06249999999999997;0.1
6;MILP;2;access;tiny_tight_low_strong;0.1;tight;0.375;0.1
6;MILP;3;non_access;tiny_tight_low_strong;0.1;tight;0.0;0.1
6;MILP;4;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
6;MILP;5;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
6;MILP;6;access;tiny_tight_low_strong;0.1;tight;0.12499999999999994;0.1
6;MILP;7;access;tiny_tight_low_strong;0.1;tight;0.18749999999999992;0.1
6;MILP;8;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
6;MILP;9;non_access;tiny_tight_low_strong;0.1;tight;0.0;0.1
6;MILP;10;non_access;tiny_tight_low_strong;0.1;tight;0.12499999999999997;0.1
6;Heuristic;1;non_access;tiny_tight_low_strong;0.1;tight;0.0;0.1
6;Heuristic;2;access;tiny_tight_low_strong;0.1;tight;0.0;0.1
6;Heuristic;3;non_access;tiny_tight_low_strong;0.1;tight;0.0625;0.1
6;Heuristic;4;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
6;Heuristic;5;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
6;Heuristic;6;access;tiny_tight_low_strong;0.1;tight;0.1875;0.1
6;Heuristic;7;access;tiny_tight_low_strong;0.1;tight;0.125;0.1
6;Heuristic;8;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
6;Heuristic;9;non_access;tiny_tight_low_strong;0.1;tight;0.25;0.1
6;Heuristic;10;non_access;tiny_tight_low_strong;0.1;tight;0.25;0.1
7;MILP;1;access;tiny_tight_low_strong;0.1;tight;0.0;0.1
7;MILP;2;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
7;MILP;3;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
7;MILP;4;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
7;MILP;5;non_access;tiny_tight_low_strong;0.1;tight;0.1875;0.1
7;MILP;6;access;tiny_tight_low_strong;0.1;tight;0.0;0.1
7;MILP;7;non_access;tiny_tight_low_strong;0.1;tight;0.125;0.1
7;MILP;8;access;tiny_tight_low_strong;0.1;tight;0.24999999999999994;0.1
7;MILP;9;non_access;tiny_tight_low_strong;0.1;tight;0.125;0.1
7;MILP;10;non_access;tiny_tight_low_strong;0.1;tight;0.0625;0.1
7;Heuristic;1;access;tiny_tight_low_strong;0.1;tight;0.0;0.1
7;Heuristic;2;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
7;Heuristic;3;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
7;Heuristic;4;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
7;Heuristic;5;non_access;tiny_tight_low_strong;0.1;tight;0.25;0.1
7;Heuristic;6;access;tiny_tight_low_strong;0.1;tight;0.0;0.1
7;Heuristic;7;non_access;tiny_tight_low_strong;0.1;tight;0.125;0.1
7;Heuristic;8;access;tiny_tight_low_strong;0.1;tight;0.3125;0.1
7;Heuristic;9;non_access;tiny_tight_low_strong;0.1;tight;0.0;0.1
7;Heuristic;10;non_access;tiny_tight_low_strong;0.1;tight;0.0625;0.1
8;MILP;1;non_access;tiny_tight_low_strong;0.1;tight;0.0;0.1
8;MILP;2;non_access;tiny_tight_low_strong;0.1;tight;0.625;0.1
8;MILP;3;access;tiny_tight_low_strong;0.1;tight;0.0;0.1
8;MILP;4;access;tiny_tight_low_strong;0.1;tight;0.0;0.1
8;MILP;5;access;tiny_tight_low_strong;0.1;tight;0.0;0.1
8;MILP;6;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
8;MILP;7;non_access;tiny_tight_low_strong;0.1;tight;0.24999999999999883;0.1
8;MILP;8;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
8;MILP;9;non_access;tiny_tight_low_strong;0.1;tight;0.0;0.1
8;MILP;10;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
8;Heuristic;1;non_access;tiny_tight_low_strong;0.1;tight;0.0625;0.1
8;Heuristic;2;non_access;tiny_tight_low_strong;0.1;tight;0.1875;0.1
8;Heuristic;3;access;tiny_tight_low_strong;0.1;tight;0.1875;0.1
8;Heuristic;4;access;tiny_tight_low_strong;0.1;tight;0.0;0.1
8;Heuristic;5;access;tiny_tight_low_strong;0.1;tight;0.1875;0.1
8;Heuristic;6;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
8;Heuristic;7;non_access;tiny_tight_low_strong;0.1;tight;0.25;0.1
8;Heuristic;8;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
8;Heuristic;9;non_access;tiny_tight_low_strong;0.1;tight;0.0;0.1
8;Heuristic;10;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
9;MILP;1;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
9;MILP;2;access;tiny_tight_low_strong;0.1;tight;0.0;0.1
9;MILP;3;access;tiny_tight_low_strong;0.1;tight;0.1875;0.1
9;MILP;4;non_access;tiny_tight_low_strong;0.1;tight;0.0625;0.1
9;MILP;5;non_access;tiny_tight_low_strong;0.1;tight;0.0;0.1
9;MILP;6;access;tiny_tight_low_strong;0.1;tight;0.1875;0.1
9;MILP;7;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
9;MILP;8;non_access;tiny_tight_low_strong;0.1;tight;0.0;0.1
9;MILP;9;non_access;tiny_tight_low_strong;0.1;tight;0.0625;0.1
9;MILP;10;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
9;Heuristic;1;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
9;Heuristic;2;access;tiny_tight_low_strong;0.1;tight;0.0;0.1
9;Heuristic;3;access;tiny_tight_low_strong;0.1;tight;0.0;0.1
9;Heuristic;4;non_access;tiny_tight_low_strong;0.1;tight;0.25;0.1
9;Heuristic;5;non_access;tiny_tight_low_strong;0.1;tight;0.0;0.1
9;Heuristic;6;access;tiny_tight_low_strong;0.1;tight;0.1875;0.1
9;Heuristic;7;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
9;Heuristic;8;non_access;tiny_tight_low_strong;0.1;tight;0.0;0.1
9;Heuristic;9;non_access;tiny_tight_low_strong;0.1;tight;0.0625;0.1
9;Heuristic;10;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
10;MILP;1;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
10;MILP;2;non_access;tiny_tight_low_strong;0.1;tight;0.4375;0.1
10;MILP;3;access;tiny_tight_low_strong;0.1;tight;0.0;0.1
10;MILP;4;access;tiny_tight_low_strong;0.1;tight;0.0;0.1
10;MILP;5;non_access;tiny_tight_low_strong;0.1;tight;0.0;0.1
10;MILP;6;access;tiny_tight_low_strong;0.1;tight;0.0;0.1
10;MILP;7;non_access;tiny_tight_low_strong;0.1;tight;0.0;0.1
10;MILP;8;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
10;MILP;9;non_access;tiny_tight_low_strong;0.1;tight;0.4375;0.1
10;MILP;10;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
10;Heuristic;1;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
10;Heuristic;2;non_access;tiny_tight_low_strong;0.1;tight;0.4375;0.1
10;Heuristic;3;access;tiny_tight_low_strong;0.1;tight;0.0;0.1
10;Heuristic;4;access;tiny_tight_low_strong;0.1;tight;0.0;0.1
10;Heuristic;5;non_access;tiny_tight_low_strong;0.1;tight;0.0;0.1
10;Heuristic;6;access;tiny_tight_low_strong;0.1;tight;0.0;0.1
10;Heuristic;7;non_access;tiny_tight_low_strong;0.1;tight;0.4375;0.1
10;Heuristic;8;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
10;Heuristic;9;non_access;tiny_tight_low_strong;0.1;tight;0.0;0.1
10;Heuristic;10;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
11;MILP;1;access;tiny_tight_low_strong;0.1;tight;0.0;0.1
11;MILP;2;non_access;tiny_tight_low_strong;0.1;tight;0.5;0.1
11;MILP;3;non_access;tiny_tight_low_strong;0.1;tight;0.0;0.1
11;MILP;4;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
11;MILP;5;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
11;MILP;6;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
11;MILP;7;access;tiny_tight_low_strong;0.1;tight;0.0;0.1
11;MILP;8;access;tiny_tight_low_strong;0.1;tight;0.0;0.1
11;MILP;9;non_access;tiny_tight_low_strong;0.1;tight;0.0;0.1
11;MILP;10;non_access;tiny_tight_low_strong;0.1;tight;0.5;0.1
11;Heuristic;1;access;tiny_tight_low_strong;0.1;tight;0.0;0.1
11;Heuristic;2;non_access;tiny_tight_low_strong;0.1;tight;0.5;0.1
11;Heuristic;3;non_access;tiny_tight_low_strong;0.1;tight;0.0;0.1
11;Heuristic;4;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
11;Heuristic;5;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
11;Heuristic;6;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
11;Heuristic;7;access;tiny_tight_low_strong;0.1;tight;0.0;0.1
11;Heuristic;8;access;tiny_tight_low_strong;0.1;tight;0.0;0.1
11;Heuristic;9;non_access;tiny_tight_low_strong;0.1;tight;0.0;0.1
11;Heuristic;10;non_access;tiny_tight_low_strong;0.1;tight;0.5;0.1
12;MILP;1;access;tiny_tight_low_strong;0.1;tight;0.0;0.1
12;MILP;2;non_access;tiny_tight_low_strong;0.1;tight;0.375;0.1
12;MILP;3;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
12;MILP;4;non_access;tiny_tight_low_strong;0.1;tight;0.0;0.1
12;MILP;5;access;tiny_tight_low_strong;0.1;tight;0.1875;0.1
12;MILP;6;access;tiny_tight_low_strong;0.1;tight;0.0;0.1
12;MILP;7;non_access;tiny_tight_low_strong;0.1;tight;0.3124999999999999;0.1
12;MILP;8;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
12;MILP;9;non_access;tiny_tight_low_strong;0.1;tight;0.0;0.1
12;MILP;10;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
12;Heuristic;1;access;tiny_tight_low_strong;0.1;tight;0.0;0.1
12;Heuristic;2;non_access;tiny_tight_low_strong;0.1;tight;0.4375;0.1
12;Heuristic;3;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
12;Heuristic;4;non_access;tiny_tight_low_strong;0.1;tight;0.0;0.1
12;Heuristic;5;access;tiny_tight_low_strong;0.1;tight;0.0;0.1
12;Heuristic;6;access;tiny_tight_low_strong;0.1;tight;0.0;0.1
12;Heuristic;7;non_access;tiny_tight_low_strong;0.1;tight;0.4375;0.1
12;Heuristic;8;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
12;Heuristic;9;non_access;tiny_tight_low_strong;0.1;tight;0.0;0.1
12;Heuristic;10;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
13;MILP;1;non_access;tiny_tight_low_strong;0.1;tight;0.3125;0.1
13;MILP;2;non_access;tiny_tight_low_strong;0.1;tight;0.625;0.1
13;MILP;3;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
13;MILP;4;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
13;MILP;5;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
13;MILP;6;non_access;tiny_tight_low_strong;0.1;tight;0.0;0.1
13;MILP;7;access;tiny_tight_low_strong;0.1;tight;0.0;0.1
13;MILP;8;access;tiny_tight_low_strong;0.1;tight;0.0;0.1
13;MILP;9;access;tiny_tight_low_strong;0.1;tight;0.0;0.1
13;MILP;10;non_access;tiny_tight_low_strong;0.1;tight;0.0;0.1
13;Heuristic;1;non_access;tiny_tight_low_strong;0.1;tight;0.3125;0.1
13;Heuristic;2;non_access;tiny_tight_low_strong;0.1;tight;0.625;0.1
13;Heuristic;3;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
13;Heuristic;4;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
13;Heuristic;5;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
13;Heuristic;6;non_access;tiny_tight_low_strong;0.1;tight;0.0;0.1
13;Heuristic;7;access;tiny_tight_low_strong;0.1;tight;0.0;0.1
13;Heuristic;8;access;tiny_tight_low_strong;0.1;tight;0.0;0.1
13;Heuristic;9;access;tiny_tight_low_strong;0.1;tight;0.0;0.1
13;Heuristic;10;non_access;tiny_tight_low_strong;0.1;tight;0.0;0.1
14;MILP;1;non_access;tiny_tight_low_strong;0.1;tight;0.0;0.1
14;MILP;2;non_access;tiny_tight_low_strong;0.1;tight;0.0;0.1
14;MILP;3;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
14;MILP;4;access;tiny_tight_low_strong;0.1;tight;0.0;0.1
14;MILP;5;access;tiny_tight_low_strong;0.1;tight;0.0;0.1
14;MILP;6;non_access;tiny_tight_low_strong;0.1;tight;0.625;0.1
14;MILP;7;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
14;MILP;8;non_access;tiny_tight_low_strong;0.1;tight;0.3749999999999999;0.1
14;MILP;9;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
14;MILP;10;access;tiny_tight_low_strong;0.1;tight;0.0;0.1
14;Heuristic;1;non_access;tiny_tight_low_strong;0.1;tight;0.125;0.1
14;Heuristic;2;non_access;tiny_tight_low_strong;0.1;tight;0.0;0.1
14;Heuristic;3;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
14;Heuristic;4;access;tiny_tight_low_strong;0.1;tight;0.0;0.1
14;Heuristic;5;access;tiny_tight_low_strong;0.1;tight;0.0;0.1
14;Heuristic;6;non_access;tiny_tight_low_strong;0.1;tight;0.625;0.1
14;Heuristic;7;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
14;Heuristic;8;non_access;tiny_tight_low_strong;0.1;tight;0.25;0.1
14;Heuristic;9;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
14;Heuristic;10;access;tiny_tight_low_strong;0.1;tight;0.0;0.1
15;MILP;1;access;tiny_tight_low_strong;0.1;tight;0.0;0.1
15;MILP;2;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
15;MILP;3;access;tiny_tight_low_strong;0.1;tight;0.375;0.1
15;MILP;4;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
15;MILP;5;non_access;tiny_tight_low_strong;0.1;tight;0.0;0.1
15;MILP;6;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
15;MILP;7;non_access;tiny_tight_low_strong;0.1;tight;0.0625;0.1
15;MILP;8;non_access;tiny_tight_low_strong;0.1;tight;0.12499999999999997;0.1
15;MILP;9;non_access;tiny_tight_low_strong;0.1;tight;0.0;0.1
15;MILP;10;access;tiny_tight_low_strong;0.1;tight;0.0;0.1
15;Heuristic;1;access;tiny_tight_low_strong;0.1;tight;0.0;0.1
15;Heuristic;2;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
15;Heuristic;3;access;tiny_tight_low_strong;0.1;tight;0.375;0.1
15;Heuristic;4;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
15;Heuristic;5;non_access;tiny_tight_low_strong;0.1;tight;0.0;0.1
15;Heuristic;6;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
15;Heuristic;7;non_access;tiny_tight_low_strong;0.1;tight;0.0625;0.1
15;Heuristic;8;non_access;tiny_tight_low_strong;0.1;tight;0.125;0.1
15;Heuristic;9;non_access;tiny_tight_low_strong;0.1;tight;0.0;0.1
15;Heuristic;10;access;tiny_tight_low_strong;0.1;tight;0.0;0.1
16;MILP;1;access;tiny_tight_low_strong;0.1;tight;0.0;0.1
16;MILP;2;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
16;MILP;3;non_access;tiny_tight_low_strong;0.1;tight;0.18750000000000006;0.1
16;MILP;4;access;tiny_tight_low_strong;0.1;tight;0.0;0.1
16;MILP;5;non_access;tiny_tight_low_strong;0.1;tight;0.0;0.1
16;MILP;6;non_access;tiny_tight_low_strong;0.1;tight;0.1875;0.1
16;MILP;7;access;tiny_tight_low_strong;0.1;tight;0.25;0.1
16;MILP;8;non_access;tiny_tight_low_strong;0.1;tight;0.18749999999999972;0.1
16;MILP;9;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
16;MILP;10;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
16;Heuristic;1;access;tiny_tight_low_strong;0.1;tight;0.0;0.1
16;Heuristic;2;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
16;Heuristic;3;non_access;tiny_tight_low_strong;0.1;tight;0.5;0.1
16;Heuristic;4;access;tiny_tight_low_strong;0.1;tight;0.0;0.1
16;Heuristic;5;non_access;tiny_tight_low_strong;0.1;tight;0.125;0.1
16;Heuristic;6;non_access;tiny_tight_low_strong;0.1;tight;0.0;0.1
16;Heuristic;7;access;tiny_tight_low_strong;0.1;tight;0.0;0.1
16;Heuristic;8;non_access;tiny_tight_low_strong;0.1;tight;0.1875;0.1
16;Heuristic;9;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
16;Heuristic;10;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
17;MILP;1;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
17;MILP;2;access;tiny_tight_low_strong;0.1;tight;0.0;0.1
17;MILP;3;non_access;tiny_tight_low_strong;0.1;tight;0.0;0.1
17;MILP;4;access;tiny_tight_low_strong;0.1;tight;0.0;0.1
17;MILP;5;non_access;tiny_tight_low_strong;0.1;tight;0.4375;0.1
17;MILP;6;non_access;tiny_tight_low_strong;0.1;tight;0.3125;0.1
17;MILP;7;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
17;MILP;8;non_access;tiny_tight_low_strong;0.1;tight;0.0;0.1
17;MILP;9;access;tiny_tight_low_strong;0.1;tight;0.0;0.1
17;MILP;10;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
17;Heuristic;1;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
17;Heuristic;2;access;tiny_tight_low_strong;0.1;tight;0.0;0.1
17;Heuristic;3;non_access;tiny_tight_low_strong;0.1;tight;0.0;0.1
17;Heuristic;4;access;tiny_tight_low_strong;0.1;tight;0.0;0.1
17;Heuristic;5;non_access;tiny_tight_low_strong;0.1;tight;0.625;0.1
17;Heuristic;6;non_access;tiny_tight_low_strong;0.1;tight;0.125;0.1
17;Heuristic;7;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
17;Heuristic;8;non_access;tiny_tight_low_strong;0.1;tight;0.0;0.1
17;Heuristic;9;access;tiny_tight_low_strong;0.1;tight;0.0;0.1
17;Heuristic;10;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
18;MILP;1;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
18;MILP;2;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
18;MILP;3;non_access;tiny_tight_low_strong;0.1;tight;0.0;0.1
18;MILP;4;access;tiny_tight_low_strong;0.1;tight;0.0;0.1
18;MILP;5;non_access;tiny_tight_low_strong;0.1;tight;0.0;0.1
18;MILP;6;non_access;tiny_tight_low_strong;0.1;tight;0.25;0.1
18;MILP;7;access;tiny_tight_low_strong;0.1;tight;0.12499999999999996;0.1
18;MILP;8;access;tiny_tight_low_strong;0.1;tight;0.125;0.1
18;MILP;9;non_access;tiny_tight_low_strong;0.1;tight;0.1875;0.1
18;MILP;10;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
18;Heuristic;1;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
18;Heuristic;2;app;tiny_tight_low_strong;0.1;tight;0.0;0.1
18;Heuristic;3;non_access;tiny_tight_low_strong;0.1;tight;0.0;0.1
18;Heuristic;4;access;tiny_tight_low_strong;0.1;tight;0.0;0.1
18;Heuristic;5;non_access;tiny_tight_low_strong;0.1;tight;0.0;0.1
